split_a,stage,quantity,value
4,H0,mu_short,0.47883
4,H0,mu_long_near,0.12567
4,H0,mu_long_far,0.00084
4,H0,mu_cross,-0.0167
4,H0,M_far,0.01754
4,Hattn1,mu_short,0.81647
4,Hattn1,mu_long_near,0.25693
4,Hattn1,mu_long_far,0.01268
4,Hattn1,mu_cross,0.01266
4,Hattn1,M_far,1e-05
4,H1,mu_short,0.83647
4,H1,mu_long_near,0.38558
4,H1,mu_long_far,0.15736
4,H1,mu_cross,0.05066
4,H1,M_far,0.10671
4,Hattn2,mu_short,0.97404
4,Hattn2,mu_long_near,0.8172
4,Hattn2,mu_long_far,0.41956
4,Hattn2,mu_cross,0.38853
4,Hattn2,M_far,0.03103
4,H2,mu_short,0.97136
4,H2,mu_long_near,0.96257
4,H2,mu_long_far,0.92369
4,H2,mu_cross,-0.52568
4,H2,M_far,1.44937
8,H0,mu_short,0.23455
8,H0,mu_long_near,0.1267
8,H0,mu_long_far,-9e-05
8,H0,mu_cross,-0.00597
8,H0,M_far,0.00589
8,Hattn1,mu_short,0.49183
8,Hattn1,mu_long_near,0.25911
8,Hattn1,mu_long_far,0.01218
8,Hattn1,mu_cross,0.01359
8,Hattn1,M_far,-0.00141
8,H1,mu_short,0.33528
8,H1,mu_long_near,0.38118
8,H1,mu_long_far,0.14953
8,H1,mu_cross,0.07664
8,H1,M_far,0.0729
8,Hattn2,mu_short,0.86489
8,Hattn2,mu_long_near,0.81434
8,Hattn2,mu_long_far,0.40703
8,Hattn2,mu_cross,0.44736
8,Hattn2,M_far,-0.04033
8,H2,mu_short,0.89068
8,H2,mu_long_near,0.94142
8,H2,mu_long_far,0.88
8,H2,mu_cross,-0.59709
8,H2,M_far,1.47709
10,H0,mu_short,0.18854
10,H0,mu_long_near,0.12734
10,H0,mu_long_far,-0.0006
10,H0,mu_cross,-0.00408
10,H0,M_far,0.00348
10,Hattn1,mu_short,0.39753
10,Hattn1,mu_long_near,0.25991
10,Hattn1,mu_long_far,0.01198
10,Hattn1,mu_cross,0.01441
10,Hattn1,M_far,-0.00244
10,H1,mu_short,0.2756
10,H1,mu_long_near,0.37879
10,H1,mu_long_far,0.14479
10,H1,mu_cross,0.09905
10,H1,M_far,0.04574
10,Hattn2,mu_short,0.85816
10,Hattn2,mu_long_near,0.80748
10,Hattn2,mu_long_far,0.38248
10,Hattn2,mu_cross,0.36648
10,Hattn2,M_far,0.016
10,H2,mu_short,0.9112
10,H2,mu_long_near,0.89358
10,H2,mu_long_far,0.78151
10,H2,mu_cross,-0.43754
10,H2,M_far,1.21905
23,H0,mu_short,0.08433
23,H0,mu_long_near,0.13479
23,H0,mu_long_far,-0.00613
23,H0,mu_cross,-0.00074
23,H0,M_far,-0.00539
23,Hattn1,mu_short,0.18155
23,Hattn1,mu_long_near,0.27629
23,Hattn1,mu_long_far,0.01415
23,Hattn1,mu_cross,0.01474
23,Hattn1,M_far,-0.00059
23,H1,mu_short,0.25891
23,H1,mu_long_near,0.35031
23,H1,mu_long_far,0.09498
23,H1,mu_cross,0.13876
23,H1,M_far,-0.04377
23,Hattn2,mu_short,0.67946
23,Hattn2,mu_long_near,0.82553
23,Hattn2,mu_long_far,0.41705
23,Hattn2,mu_cross,0.32829
23,Hattn2,M_far,0.08876
23,H2,mu_short,0.77042
23,H2,mu_long_near,0.83538
23,H2,mu_long_far,0.66206
23,H2,mu_cross,0.71696
23,H2,M_far,-0.0549
