split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.0919
4,H0,reach_long_near,0.23761
4,H0,reach_long_far,0.0
4,H0,reach_short,0.83333
4,H0,cut,1.0
4,H0,pred_positive_rate,0.10125
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.142
4,Hattn1,reach_long_near,0.36041
4,Hattn1,reach_long_far,0.00426
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.91695
4,Hattn1,pred_positive_rate,0.15616
4,H1,exact,0.0
4,H1,reach_long,0.25965
4,H1,reach_long_near,0.66488
4,H1,reach_long_far,0.00408
4,H1,reach_short,1.0
4,H1,cut,0.94103
4,H1,pred_positive_rate,0.24808
4,Hattn2,exact,0.0
4,Hattn2,reach_long,1.0
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,1.0
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.0
4,Hattn2,pred_positive_rate,1.0
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.84121
23,H0,exact,0.0
23,H0,reach_long,0.16638
23,H0,reach_long_near,0.25984
23,H0,reach_long_far,0.0
23,H0,reach_short,0.16607
23,H0,cut,1.0
23,H0,pred_positive_rate,0.10124
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.25834
23,Hattn1,reach_long_near,0.38899
23,Hattn1,reach_long_far,0.02576
23,Hattn1,reach_short,0.25865
23,Hattn1,cut,0.98198
23,Hattn1,pred_positive_rate,0.15437
23,H1,exact,0.0
23,H1,reach_long,0.43194
23,H1,reach_long_near,0.66059
23,H1,reach_long_far,0.0249
23,H1,reach_short,0.43219
23,H1,cut,0.98278
23,H1,pred_positive_rate,0.23699
23,Hattn2,exact,0.0
23,Hattn2,reach_long,1.0
23,Hattn2,reach_long_near,1.0
23,Hattn2,reach_long_far,1.0
23,Hattn2,reach_short,1.0
23,Hattn2,cut,0.00012
23,Hattn2,pred_positive_rate,0.99994
23,H2,exact,0.0
23,H2,reach_long,0.97777
23,H2,reach_long_near,1.0
23,H2,reach_long_far,0.93819
23,H2,reach_short,0.97801
23,H2,cut,0.72489
23,H2,pred_positive_rate,0.62698
