split_a,pair_type,mean_hTw,frac_positive,n_pairs
4,cut,-41.0109,0.0,12800
4,cut,-23.186,0.0,12800
4,within_long_d1,61.6223,1.0,30
4,within_long_d2,59.3212,1.0,28
4,within_long_d3,60.0687,1.0,26
4,within_long_d4,62.6102,1.0,24
4,within_long_d5,59.5813,1.0,22
4,within_long_d6,57.7269,1.0,20
4,within_long_d7,56.1489,1.0,18
4,within_long_d8,56.7418,1.0,16
4,within_long_d9,39.1064,1.0,14
4,within_long_d10,27.314,1.0,12
4,within_long_d11,26.8539,1.0,10
4,within_long_d12,26.1136,1.0,8
4,within_long_d13,25.4383,1.0,6
4,within_long_d14,22.9683,1.0,4
4,within_long_d15,21.5435,1.0,2
5,within_long,55.0707,1.0,42000
5,within_short,84.8108,1.0,4000
5,cut,-27.5833,0.0,15000
5,cut,-23.4579,0.0,15000
5,within_long_d1,66.1636,1.0,28
5,within_long_d2,63.2501,1.0,26
5,within_long_d3,64.374,1.0,24
5,within_long_d4,63.8366,1.0,22
5,within_long_d5,60.8291,1.0,20
5,within_long_d6,58.7,1.0,18
5,within_long_d7,56.7157,1.0,16
5,within_long_d8,56.9518,1.0,14
5,within_long_d9,38.294,1.0,12
5,within_long_d10,24.1857,1.0,10
5,within_long_d11,23.4691,1.0,8
5,within_long_d12,22.7566,1.0,6
5,within_long_d13,19.8923,1.0,4
5,within_long_d14,17.5831,1.0,2
6,within_long,58.793,1.0,36400
6,within_short,77.7811,1.0,6000
6,cut,-30.0159,0.0,16800
6,cut,-23.83,0.0,16800
6,within_long_d1,67.4856,1.0,26
6,within_long_d2,65.217,1.0,24
6,within_long_d3,67.0169,1.0,22
6,within_long_d4,65.3824,1.0,20
6,within_long_d5,62.545,1.0,18
6,within_long_d6,61.1966,1.0,16
6,within_long_d7,59.3106,1.0,14
6,within_long_d8,60.4047,1.0,12
6,within_long_d9,41.8122,1.0,10
6,within_long_d10,27.1786,1.0,8
6,within_long_d11,26.8812,1.0,6
6,within_long_d12,24.3092,1.0,4
6,within_long_d13,22.1162,1.0,2
7,within_long,60.6621,1.0,31200
7,within_short,79.6377,1.0,8400
7,cut,-29.0604,0.0001,18200
7,cut,-24.7431,0.0,18200
7,within_long_d1,66.7468,1.0,24
7,within_long_d2,64.3778,1.0,22
7,within_long_d3,67.3225,1.0,20
7,within_long_d4,64.7275,1.0,18
7,within_long_d5,63.0775,1.0,16
7,within_long_d6,62.6169,1.0,14
7,within_long_d7,61.6558,1.0,12
7,within_long_d8,64.0057,1.0,10
7,within_long_d9,43.6748,1.0,8
7,within_long_d10,27.7045,1.0,6
7,within_long_d11,25.8278,0.9988,4
7,within_long_d12,24.3853,1.0,2
8,within_long,60.5309,0.9998,26400
8,within_short,77.1349,1.0,11200
8,cut,-27.1118,0.0,19200
8,cut,-24.6427,0.0,19200
8,within_long_d1,62.5676,1.0,22
8,within_long_d2,60.5798,1.0,20
8,within_long_d3,64.6548,1.0,18
8,within_long_d4,62.4994,1.0,16
8,within_long_d5,62.5899,1.0,14
8,within_long_d6,63.453,1.0,12
8,within_long_d7,62.2759,1.0,10
8,within_long_d8,66.7681,1.0,8
8,within_long_d9,46.5167,1.0,6
8,within_long_d10,27.5987,0.9988,4
8,within_long_d11,27.064,0.9925,2
9,within_long,62.9845,0.9999,22000
9,within_short,72.6026,1.0,14400
9,cut,-25.0548,0.0,19800
9,cut,-24.1929,0.0,19800
9,within_long_d1,59.9608,1.0,20
9,within_long_d2,58.2678,1.0,18
9,within_long_d3,64.7391,1.0,16
9,within_long_d4,64.9071,1.0,14
9,within_long_d5,67.0888,1.0,12
9,within_long_d6,68.2833,1.0,10
9,within_long_d7,67.6839,1.0,8
9,within_long_d8,76.5945,1.0,6
9,within_long_d9,46.7019,1.0,4
9,within_long_d10,29.9917,0.9925,2
10,within_long,66.4818,1.0,18000
10,within_short,67.2076,1.0,18000
10,cut,-24.4112,0.0,20000
10,cut,-24.1586,0.0,20000
10,within_long_d1,57.7943,1.0,18
10,within_long_d2,58.0924,1.0,16
10,within_long_d3,68.1619,1.0,14
10,within_long_d4,69.1474,1.0,12
10,within_long_d5,73.3016,1.0,10
10,within_long_d6,74.9874,1.0,8
10,within_long_d7,79.0824,1.0,6
10,within_long_d8,81.0528,1.0,4
10,within_long_d9,48.9636,1.0,2
