split_a,branch,category,value
4,dZ_attn1,within_short,5.57864
4,dZ_attn1,within_long_near,12.73208
4,dZ_attn1,within_long_far,12.81501
4,dZ_attn1,cross,13.25961
4,dZ_mlp1,within_short,0.78032
4,dZ_mlp1,within_long_near,-7.39935
4,dZ_mlp1,within_long_far,-7.63314
4,dZ_mlp1,cross,-10.26285
4,dZ_attn2,within_short,2.18246
4,dZ_attn2,within_long_near,15.94691
4,dZ_attn2,within_long_far,17.33608
4,dZ_attn2,cross,5.78084
4,dZ_mlp2,within_short,-0.00556
4,dZ_mlp2,within_long_near,-5.77455
4,dZ_mlp2,within_long_far,-5.45749
4,dZ_mlp2,cross,-13.00352
23,dZ_attn1,within_short,12.72744
23,dZ_attn1,within_long_near,12.74355
23,dZ_attn1,within_long_far,12.82903
23,dZ_attn1,cross,12.80781
23,dZ_mlp1,within_short,-7.43053
23,dZ_mlp1,within_long_near,-7.40836
23,dZ_mlp1,within_long_far,-7.64226
23,dZ_mlp1,cross,-7.61959
23,dZ_attn2,within_short,3.43436
23,dZ_attn2,within_long_near,4.69057
23,dZ_attn2,within_long_far,-2.36799
23,dZ_attn2,cross,-6.43269
23,dZ_mlp2,within_short,-2.61465
23,dZ_mlp2,within_long_near,-4.9944
23,dZ_mlp2,within_long_far,7.94757
23,dZ_mlp2,cross,1.6009
