split_a,stage,quantity,value
4,H0,mu_short,0.65709
4,H0,mu_long_near,0.08745
4,H0,mu_long_far,-0.02673
4,H0,mu_cross,-0.02649
4,H0,M_far,-0.00023
4,Hattn1,mu_short,0.88011
4,Hattn1,mu_long_near,0.59644
4,Hattn1,mu_long_far,0.48558
4,Hattn1,mu_cross,0.50359
4,Hattn1,M_far,-0.01801
4,H1,mu_short,0.9113
4,H1,mu_long_near,0.30063
4,H1,mu_long_far,0.18043
4,H1,mu_cross,0.09331
4,H1,M_far,0.08712
4,Hattn2,mu_short,0.99855
4,Hattn2,mu_long_near,0.93814
4,Hattn2,mu_long_far,0.87347
4,Hattn2,mu_cross,0.32441
4,Hattn2,M_far,0.54906
4,H2,mu_short,0.99833
4,H2,mu_long_near,0.70729
4,H2,mu_long_far,0.6553
4,H2,mu_cross,-0.19543
4,H2,M_far,0.85073
23,H0,mu_short,0.0666
23,H0,mu_long_near,0.08743
23,H0,mu_long_far,-0.02643
23,H0,mu_cross,-0.02666
23,H0,M_far,0.00023
23,Hattn1,mu_short,0.5754
23,Hattn1,mu_long_near,0.59688
23,Hattn1,mu_long_far,0.48643
23,Hattn1,mu_cross,0.48535
23,Hattn1,M_far,0.00108
23,H1,mu_short,0.27835
23,H1,mu_long_near,0.30071
23,H1,mu_long_far,0.18092
23,H1,mu_cross,0.18075
23,H1,M_far,0.00017
23,Hattn2,mu_short,0.41565
23,Hattn2,mu_long_near,0.48823
23,Hattn2,mu_long_far,0.08625
23,Hattn2,mu_cross,-0.07641
23,Hattn2,M_far,0.16267
23,H2,mu_short,0.31112
23,H2,mu_long_near,0.28857
23,H2,mu_long_far,0.40397
23,H2,mu_cross,-0.01242
23,H2,M_far,0.41639
