split_a,stage,quantity,value
4,H0,mu_short,0.51186
4,H0,mu_long_near,0.12097
4,H0,mu_long_far,-0.00278
4,H0,mu_cross,-0.00506
4,H0,M_far,0.00228
4,Hattn1,mu_short,0.79205
4,Hattn1,mu_long_near,0.23907
4,Hattn1,mu_long_far,0.00663
4,Hattn1,mu_cross,0.0004
4,Hattn1,M_far,0.00623
4,H1,mu_short,0.77365
4,H1,mu_long_near,0.31676
4,H1,mu_long_far,0.1099
4,H1,mu_cross,0.10897
4,H1,M_far,0.00093
4,Hattn2,mu_short,0.93238
4,Hattn2,mu_long_near,0.76706
4,Hattn2,mu_long_far,0.44818
4,Hattn2,mu_cross,0.36099
4,Hattn2,M_far,0.08719
4,H2,mu_short,0.88377
4,H2,mu_long_near,0.97926
4,H2,mu_long_far,0.97104
4,H2,mu_cross,-0.6838
4,H2,M_far,1.65484
23,H0,mu_short,0.08412
23,H0,mu_long_near,0.13332
23,H0,mu_long_far,-0.00359
23,H0,mu_cross,-0.00292
23,H0,M_far,-0.00067
23,Hattn1,mu_short,0.16701
23,Hattn1,mu_long_near,0.25744
23,Hattn1,mu_long_far,0.00477
23,Hattn1,mu_cross,0.007
23,Hattn1,M_far,-0.00222
23,H1,mu_short,0.24681
23,H1,mu_long_near,0.32165
23,H1,mu_long_far,0.11686
23,H1,mu_cross,0.11522
23,H1,M_far,0.00164
23,Hattn2,mu_short,0.6336
23,Hattn2,mu_long_near,0.72504
23,Hattn2,mu_long_far,0.47581
23,Hattn2,mu_cross,0.20658
23,Hattn2,M_far,0.26924
23,H2,mu_short,0.46155
23,H2,mu_long_near,0.49386
23,H2,mu_long_far,0.40772
23,H2,mu_cross,-0.08453
23,H2,M_far,0.49225
