split_a,branch,category,value
4,dZ_attn1,within_short,5.0669
4,dZ_attn1,within_long_near,10.26799
4,dZ_attn1,within_long_far,10.2608
4,dZ_attn1,cross,10.58694
4,dZ_mlp1,within_short,0.76075
4,dZ_mlp1,within_long_near,-5.40672
4,dZ_mlp1,within_long_far,-5.73963
4,dZ_mlp1,cross,-7.13108
4,dZ_attn2,within_short,1.64663
4,dZ_attn2,within_long_near,14.72428
4,dZ_attn2,within_long_far,17.26905
4,dZ_attn2,cross,18.51427
4,dZ_mlp2,within_short,-0.1821
4,dZ_mlp2,within_long_near,-2.53833
4,dZ_mlp2,within_long_far,-3.58577
4,dZ_mlp2,cross,-24.92856
23,dZ_attn1,within_short,10.26186
23,dZ_attn1,within_long_near,10.26983
23,dZ_attn1,within_long_far,10.26559
23,dZ_attn1,cross,10.26581
23,dZ_mlp1,within_short,-5.46708
23,dZ_mlp1,within_long_near,-5.4093
23,dZ_mlp1,within_long_far,-5.72757
23,dZ_mlp1,cross,-5.74495
23,dZ_attn2,within_short,7.08394
23,dZ_attn2,within_long_near,7.39172
23,dZ_attn2,within_long_far,5.76149
23,dZ_attn2,cross,4.53755
23,dZ_mlp2,within_short,-3.62532
23,dZ_mlp2,within_long_near,-3.63702
23,dZ_mlp2,within_long_far,-3.93352
23,dZ_mlp2,cross,-4.68031
