split_a,stage,quantity,value
4,H0,mu_short,0.51023
4,H0,mu_long_near,0.12094
4,H0,mu_long_far,-0.00262
4,H0,mu_cross,-0.00435
4,H0,M_far,0.00173
4,Hattn1,mu_short,0.77675
4,Hattn1,mu_long_near,0.2431
4,Hattn1,mu_long_far,0.01152
4,Hattn1,mu_cross,0.00044
4,Hattn1,M_far,0.01108
4,H1,mu_short,0.75203
4,H1,mu_long_near,0.28867
4,H1,mu_long_far,0.07477
4,H1,mu_cross,0.07189
4,H1,M_far,0.00288
4,Hattn2,mu_short,0.92112
4,Hattn2,mu_long_near,0.74174
4,Hattn2,mu_long_far,0.4026
4,Hattn2,mu_cross,0.3281
4,Hattn2,M_far,0.0745
4,H2,mu_short,0.90635
4,H2,mu_long_near,0.97682
4,H2,mu_long_far,0.96742
4,H2,mu_cross,-0.6561
4,H2,M_far,1.62352
23,H0,mu_short,0.08429
23,H0,mu_long_near,0.1332
23,H0,mu_long_far,-0.00318
23,H0,mu_cross,-0.00266
23,H0,M_far,-0.00052
23,Hattn1,mu_short,0.17003
23,Hattn1,mu_long_near,0.26056
23,Hattn1,mu_long_far,0.00799
23,Hattn1,mu_cross,0.01113
23,Hattn1,M_far,-0.00314
23,H1,mu_short,0.21993
23,H1,mu_long_near,0.29511
23,H1,mu_long_far,0.08454
23,H1,mu_cross,0.0819
23,H1,M_far,0.00264
23,Hattn2,mu_short,0.61419
23,Hattn2,mu_long_near,0.70148
23,Hattn2,mu_long_far,0.45853
23,Hattn2,mu_cross,0.15552
23,Hattn2,M_far,0.30301
23,H2,mu_short,0.47176
23,H2,mu_long_near,0.50105
23,H2,mu_long_far,0.41569
23,H2,mu_cross,-0.0856
23,H2,M_far,0.50129
