split_a,branch,category,value
4,dZ_attn1,within_short,8.29762
4,dZ_attn1,within_long_near,3.80328
4,dZ_attn1,within_long_far,0.44012
4,dZ_attn1,cross,0.14913
4,dZ_mlp1,within_short,-0.76945
4,dZ_mlp1,within_long_near,1.41872
4,dZ_mlp1,within_long_far,1.96921
4,dZ_mlp1,cross,2.2244
4,dZ_attn2,within_short,5.26429
4,dZ_attn2,within_long_near,14.10569
4,dZ_attn2,within_long_far,10.20655
4,dZ_attn2,cross,7.97668
4,dZ_mlp2,within_short,-0.4599
4,dZ_mlp2,within_long_near,7.31866
4,dZ_mlp2,within_long_far,17.58478
4,dZ_mlp2,cross,-30.64144
23,dZ_attn1,within_short,2.66939
23,dZ_attn1,within_long_near,3.96518
23,dZ_attn1,within_long_far,0.34778
23,dZ_attn1,cross,0.42939
23,dZ_mlp1,within_short,1.55371
23,dZ_mlp1,within_long_near,1.07548
23,dZ_mlp1,within_long_far,2.38329
23,dZ_mlp1,cross,2.20309
23,dZ_attn2,within_short,12.2745
23,dZ_attn2,within_long_near,12.65177
23,dZ_attn2,within_long_far,11.64356
23,dZ_attn2,cross,2.29222
23,dZ_mlp2,within_short,-4.43433
23,dZ_mlp2,within_long_near,-6.23995
23,dZ_mlp2,within_long_far,-1.33383
23,dZ_mlp2,cross,-7.50701
