split_a,branch,category,value
4,dZ_attn1,within_short,8.9847
4,dZ_attn1,within_long_near,3.63617
4,dZ_attn1,within_long_far,0.17513
4,dZ_attn1,cross,0.11618
4,dZ_mlp1,within_short,-1.34989
4,dZ_mlp1,within_long_near,1.24344
4,dZ_mlp1,within_long_far,1.8588
4,dZ_mlp1,cross,1.77065
4,dZ_attn2,within_short,5.33151
4,dZ_attn2,within_long_near,15.45847
4,dZ_attn2,within_long_far,12.48019
4,dZ_attn2,cross,7.91008
4,dZ_mlp2,within_short,-0.36612
4,dZ_mlp2,within_long_near,6.53135
4,dZ_mlp2,within_long_far,16.00555
4,dZ_mlp2,cross,-29.60583
23,dZ_attn1,within_short,2.51981
23,dZ_attn1,within_long_near,3.83274
23,dZ_attn1,within_long_far,0.18236
23,dZ_attn1,cross,0.2054
23,dZ_mlp1,within_short,1.34114
23,dZ_mlp1,within_long_near,0.83336
23,dZ_mlp1,within_long_far,2.13892
23,dZ_mlp1,cross,2.03435
23,dZ_attn2,within_short,13.07471
23,dZ_attn2,within_long_near,13.49119
23,dZ_attn2,within_long_far,12.26061
23,dZ_attn2,cross,3.42749
23,dZ_mlp2,within_short,-5.08154
23,dZ_mlp2,within_long_near,-6.92089
23,dZ_mlp2,within_long_far,-1.70216
23,dZ_mlp2,cross,-8.15615
