split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.09439
4,H0,reach_long_near,0.24324
4,H0,reach_long_far,0.0005
4,H0,reach_short,0.88802
4,H0,cut,0.99228
4,H0,pred_positive_rate,0.10481
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.19244
4,Hattn1,reach_long_near,0.48606
4,Hattn1,reach_long_far,0.00725
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.92857
4,Hattn1,pred_positive_rate,0.19536
4,H1,exact,0.0
4,H1,reach_long,0.91413
4,H1,reach_long_near,0.97189
4,H1,reach_long_far,0.87769
4,H1,reach_short,1.0
4,H1,cut,0.48986
4,H1,pred_positive_rate,0.85233
4,Hattn2,exact,0.0
4,Hattn2,reach_long,1.0
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,1.0
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.0
4,Hattn2,pred_positive_rate,1.0
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.84121
23,H0,exact,0.0
23,H0,reach_long,0.17101
23,H0,reach_long_near,0.26543
23,H0,reach_long_far,0.00292
23,H0,reach_short,0.17083
23,H0,cut,0.99817
23,H0,pred_positive_rate,0.1044
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.34993
23,Hattn1,reach_long_near,0.52209
23,Hattn1,reach_long_far,0.04344
23,Hattn1,reach_short,0.34993
23,Hattn1,cut,0.97052
23,Hattn1,pred_positive_rate,0.20383
23,H1,exact,0.0
23,H1,reach_long,0.90217
23,H1,reach_long_near,0.95467
23,H1,reach_long_far,0.80872
23,H1,reach_short,0.91545
23,H1,cut,0.13481
23,H1,pred_positive_rate,0.88899
23,Hattn2,exact,0.0
23,Hattn2,reach_long,1.0
23,Hattn2,reach_long_near,1.0
23,Hattn2,reach_long_far,1.0
23,Hattn2,reach_short,1.0
23,Hattn2,cut,0.03834
23,Hattn2,pred_positive_rate,0.98083
23,H2,exact,0.0
23,H2,reach_long,0.96047
23,H2,reach_long_near,1.0
23,H2,reach_long_far,0.89011
23,H2,reach_short,0.96047
23,H2,cut,1.0
23,H2,pred_positive_rate,0.4811
