split_a,pair_type,mean_hTw,frac_positive,n_pairs
1,within_long,49.9131,1.0,68400
1,cut,-19.9096,0.0,3800
1,cut,-36.2818,0.0,3800
1,within_long_d1,62.3358,1.0,36
1,within_long_d2,60.28,1.0,34
1,within_long_d3,59.2134,1.0,32
1,within_long_d4,63.9083,1.0,30
1,within_long_d5,60.2094,1.0,28
1,within_long_d6,57.6602,1.0,26
1,within_long_d7,55.6982,1.0,24
1,within_long_d8,55.2137,1.0,22
1,within_long_d9,39.7784,1.0,20
1,within_long_d10,29.2751,1.0,18
1,within_long_d11,27.9939,1.0,16
1,within_long_d12,26.7616,1.0,14
1,within_long_d13,25.7502,1.0,12
1,within_long_d14,25.7526,1.0,10
1,within_long_d15,25.7482,1.0,8
1,within_long_d16,25.678,1.0,6
1,within_long_d17,26.0906,1.0,4
1,within_long_d18,26.0423,1.0,2
2,within_long,49.3141,1.0,61200
2,within_short,60.0,1.0,400
2,cut,-25.113,0.0,7200
2,cut,-27.9295,0.0,7200
2,within_long_d1,60.6933,1.0,34
2,within_long_d2,58.6936,1.0,32
2,within_long_d3,57.7465,1.0,30
2,within_long_d4,62.7579,1.0,28
2,within_long_d5,58.9977,1.0,26
2,within_long_d6,56.1446,1.0,24
2,within_long_d7,54.0339,1.0,22
2,within_long_d8,54.0752,1.0,20
2,within_long_d9,38.2043,1.0,18
2,within_long_d10,27.2477,1.0,16
2,within_long_d11,25.8912,1.0,14
2,within_long_d12,24.7054,1.0,12
2,within_long_d13,24.3422,1.0,10
2,within_long_d14,24.002,1.0,8
2,within_long_d15,23.7845,1.0,6
2,within_long_d16,24.3531,1.0,4
2,within_long_d17,24.4674,1.0,2
3,within_long,50.3872,1.0,54400
3,within_short,70.0074,1.0,1200
3,cut,-29.6754,0.0,10200
3,cut,-36.1089,0.0,10200
3,within_long_d1,60.9237,1.0,32
3,within_long_d2,58.8142,1.0,30
3,within_long_d3,58.1064,1.0,28
3,within_long_d4,62.2591,1.0,26
3,within_long_d5,58.6658,1.0,24
3,within_long_d6,55.9418,1.0,22
3,within_long_d7,54.3082,1.0,20
3,within_long_d8,55.3758,1.0,18
3,within_long_d9,38.2744,1.0,16
3,within_long_d10,26.6733,1.0,14
3,within_long_d11,25.502,1.0,12
3,within_long_d12,24.9862,1.0,10
3,within_long_d13,24.4063,1.0,8
3,within_long_d14,24.0042,1.0,6
3,within_long_d15,23.7492,1.0,4
3,within_long_d16,24.0073,1.0,2
4,within_long,45.9067,1.0,48000
4,within_short,95.2462,1.0,2400
4,cut,-23.8228,0.0,12800
4,cut,-29.8008,0.0,12800
4,within_long_d1,55.166,1.0,30
4,within_long_d2,53.7086,1.0,28
4,within_long_d3,53.0092,1.0,26
4,within_long_d4,56.0951,1.0,24
4,within_long_d5,52.8311,1.0,22
4,within_long_d6,50.2023,1.0,20
4,within_long_d7,48.1613,1.0,18
4,within_long_d8,49.3806,1.0,16
4,within_long_d9,33.0153,1.0,14
4,within_long_d10,21.7037,1.0,12
4,within_long_d11,21.0132,1.0,10
4,within_long_d12,20.0407,1.0,8
4,within_long_d13,19.2616,1.0,6
4,within_long_d14,17.5793,1.0,4
4,within_long_d15,15.9752,1.0,2
5,within_long,44.1093,1.0,42000
5,within_short,87.3166,1.0,4000
5,cut,-24.3403,0.0,15000
5,cut,-26.3308,0.0,15000
5,within_long_d1,51.84,1.0,28
5,within_long_d2,50.6861,1.0,26
5,within_long_d3,50.2755,1.0,24
5,within_long_d4,51.611,1.0,22
5,within_long_d5,49.2224,1.0,20
5,within_long_d6,46.9332,1.0,18
5,within_long_d7,44.7556,1.0,16
5,within_long_d8,45.173,1.0,14
5,within_long_d9,31.1249,1.0,12
5,within_long_d10,21.2904,1.0,10
5,within_long_d11,20.461,1.0,8
5,within_long_d12,19.8628,1.0,6
5,within_long_d13,18.0782,1.0,4
5,within_long_d14,16.0982,1.0,2
6,within_long,49.1679,1.0,36400
6,within_short,79.7105,1.0,6000
6,cut,-26.4071,0.0,16800
6,cut,-24.5336,0.0,16800
6,within_long_d1,54.9516,1.0,26
6,within_long_d2,54.0268,1.0,24
6,within_long_d3,54.238,1.0,22
6,within_long_d4,55.2858,1.0,20
6,within_long_d5,53.1962,1.0,18
6,within_long_d6,51.7219,1.0,16
6,within_long_d7,50.187,1.0,14
6,within_long_d8,51.4606,1.0,12
6,within_long_d9,35.3219,1.0,10
6,within_long_d10,24.1107,1.0,8
6,within_long_d11,23.9466,1.0,6
6,within_long_d12,22.1795,1.0,4
