split_a,branch,category,value
4,dZ_attn1,within_short,6.13442
4,dZ_attn1,within_long_near,6.84511
4,dZ_attn1,within_long_far,5.9116
4,dZ_attn1,cross,6.27889
4,dZ_mlp1,within_short,0.09841
4,dZ_mlp1,within_long_near,-2.02369
4,dZ_mlp1,within_long_far,-1.91246
4,dZ_mlp1,cross,-2.60336
4,dZ_attn2,within_short,0.78753
4,dZ_attn2,within_long_near,16.06196
4,dZ_attn2,within_long_far,19.37224
4,dZ_attn2,cross,3.72857
4,dZ_mlp2,within_short,0.34685
4,dZ_mlp2,within_long_near,0.45664
4,dZ_mlp2,within_long_far,0.58595
4,dZ_mlp2,cross,-21.63836
8,dZ_attn1,within_short,8.59901
8,dZ_attn1,within_long_near,6.89105
8,dZ_attn1,within_long_far,5.90483
8,dZ_attn1,cross,5.90401
8,dZ_mlp1,within_short,-2.23493
8,dZ_mlp1,within_long_near,-2.03676
8,dZ_mlp1,within_long_far,-1.89298
8,dZ_mlp1,cross,-1.89399
8,dZ_attn2,within_short,5.40153
8,dZ_attn2,within_long_near,7.35938
8,dZ_attn2,within_long_far,8.77473
8,dZ_attn2,cross,8.94082
8,dZ_mlp2,within_short,-5.96642
8,dZ_mlp2,within_long_near,-7.00828
8,dZ_mlp2,within_long_far,-9.08797
8,dZ_mlp2,cross,-12.08015
10,dZ_attn1,within_short,7.89548
10,dZ_attn1,within_long_near,6.84882
10,dZ_attn1,within_long_far,5.91216
10,dZ_attn1,cross,5.90337
10,dZ_mlp1,within_short,-2.14289
10,dZ_mlp1,within_long_near,-2.04853
10,dZ_mlp1,within_long_far,-1.91315
10,dZ_mlp1,cross,-1.90091
10,dZ_attn2,within_short,6.27165
10,dZ_attn2,within_long_near,7.28492
10,dZ_attn2,within_long_far,8.68757
10,dZ_attn2,cross,8.82803
10,dZ_mlp2,within_short,-6.59365
10,dZ_mlp2,within_long_near,-7.32549
10,dZ_mlp2,within_long_far,-9.51073
10,dZ_mlp2,cross,-10.76988
23,dZ_attn1,within_short,6.87341
23,dZ_attn1,within_long_near,6.70397
23,dZ_attn1,within_long_far,5.88328
23,dZ_attn1,cross,5.90827
23,dZ_mlp1,within_short,-1.9957
23,dZ_mlp1,within_long_near,-1.99883
23,dZ_mlp1,within_long_far,-1.89798
23,dZ_mlp1,cross,-1.90772
23,dZ_attn2,within_short,8.06518
23,dZ_attn2,within_long_near,7.05026
23,dZ_attn2,within_long_far,8.42358
23,dZ_attn2,cross,8.72901
23,dZ_mlp2,within_short,-8.67937
23,dZ_mlp2,within_long_near,-6.81872
23,dZ_mlp2,within_long_far,-9.02126
23,dZ_mlp2,cross,-9.7003
