split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.10565
4,H0,reach_long_near,0.22842
4,H0,reach_long_far,0.00958
4,H0,reach_short,1.0
4,H0,cut,0.99414
4,H0,pred_positive_rate,0.11432
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.97732
4,Hattn1,reach_long_near,0.94833
4,Hattn1,reach_long_far,1.0
4,Hattn1,reach_short,0.94531
4,Hattn1,cut,0.0
4,Hattn1,pred_positive_rate,0.98123
4,H1,exact,0.0
4,H1,reach_long,0.81617
4,H1,reach_long_near,0.81238
4,H1,reach_long_far,0.81913
4,H1,reach_short,0.94531
4,H1,cut,0.05738
4,H1,pred_positive_rate,0.84097
4,Hattn2,exact,0.0
4,Hattn2,reach_long,1.0
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,1.0
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.0
4,Hattn2,pred_positive_rate,1.0
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.84121
8,H0,exact,0.0
8,H0,reach_long,0.11593
8,H0,reach_long_near,0.22862
8,H0,reach_long_far,0.00918
8,H0,reach_short,0.57645
8,H0,cut,0.99286
8,H0,pred_positive_rate,0.11608
8,Hattn1,exact,0.0
8,Hattn1,reach_long,0.97535
8,Hattn1,reach_long_near,0.94933
8,Hattn1,reach_long_far,1.0
8,Hattn1,reach_short,0.86607
8,Hattn1,cut,0.0
8,Hattn1,pred_positive_rate,0.98008
8,H1,exact,0.0
8,H1,reach_long,0.8247
8,H1,reach_long_near,0.82086
8,H1,reach_long_far,0.82834
8,H1,reach_short,0.84375
8,H1,cut,0.17604
8,H1,pred_positive_rate,0.8288
8,Hattn2,exact,0.0
8,Hattn2,reach_long,1.0
8,Hattn2,reach_long_near,1.0
8,Hattn2,reach_long_far,1.0
8,Hattn2,reach_short,0.99944
8,Hattn2,cut,0.0
8,Hattn2,pred_positive_rate,0.99999
8,H2,exact,0.28125
8,H2,reach_long,0.9479
8,H2,reach_long_near,0.97364
8,H2,reach_long_far,0.92352
8,H2,reach_short,1.0
8,H2,cut,0.39546
8,H2,pred_positive_rate,0.85175
10,H0,exact,0.0
10,H0,reach_long,0.12235
10,H0,reach_long_near,0.22753
10,H0,reach_long_far,0.01098
10,H0,reach_short,0.45035
10,H0,cut,0.9918
10,H0,pred_positive_rate,0.11654
10,Hattn1,exact,0.0
10,Hattn1,reach_long,0.97297
10,Hattn1,reach_long_near,0.94743
10,Hattn1,reach_long_far,1.0
10,Hattn1,reach_short,0.90035
10,Hattn1,cut,0.0
10,Hattn1,pred_positive_rate,0.97966
10,H1,exact,0.0
10,H1,reach_long,0.81597
10,H1,reach_long_near,0.81096
10,H1,reach_long_far,0.82128
10,H1,reach_short,0.82639
10,H1,cut,0.1763
10,H1,pred_positive_rate,0.82304
10,Hattn2,exact,0.0
10,Hattn2,reach_long,1.0
10,Hattn2,reach_long_near,1.0
10,Hattn2,reach_long_far,1.0
10,Hattn2,reach_short,1.0
10,Hattn2,cut,0.0
10,Hattn2,pred_positive_rate,1.0
10,H2,exact,0.0
10,H2,reach_long,0.90434
10,H2,reach_long_near,0.94695
10,H2,reach_long_far,0.85922
10,H2,reach_short,0.97986
10,H2,cut,0.31042
10,H2,pred_positive_rate,0.83656
23,H0,exact,0.0
23,H0,reach_long,0.19318
23,H0,reach_long_near,0.23196
23,H0,reach_long_far,0.01868
23,H0,reach_short,0.18769
23,H0,cut,0.99335
23,H0,pred_positive_rate,0.11614
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.95306
23,Hattn1,reach_long_near,0.94263
23,Hattn1,reach_long_far,1.0
23,Hattn1,reach_short,0.96572
23,Hattn1,cut,0.0
23,Hattn1,pred_positive_rate,0.98058
23,H1,exact,0.0
23,H1,reach_long,0.80324
23,H1,reach_long_near,0.80057
23,H1,reach_long_far,0.81522
23,H1,reach_short,0.85054
23,H1,cut,0.18171
23,H1,pred_positive_rate,0.82635
23,Hattn2,exact,0.0
23,Hattn2,reach_long,1.0
23,Hattn2,reach_long_near,1.0
23,Hattn2,reach_long_far,1.0
23,Hattn2,reach_short,1.0
23,Hattn2,cut,0.0
23,Hattn2,pred_positive_rate,1.0
23,H2,exact,0.0
23,H2,reach_long,0.94893
23,H2,reach_long_near,0.96037
23,H2,reach_long_far,0.89742
23,H2,reach_short,0.90137
23,H2,cut,0.12361
23,H2,pred_positive_rate,0.9024
