split_a,branch,category,value
4,dZ_attn1,within_short,4.44749
4,dZ_attn1,within_long_near,6.68627
4,dZ_attn1,within_long_far,6.04427
4,dZ_attn1,cross,6.26648
4,dZ_mlp1,within_short,-0.31402
4,dZ_mlp1,within_long_near,-0.58289
4,dZ_mlp1,within_long_far,-0.02712
4,dZ_mlp1,cross,-1.01069
4,dZ_attn2,within_short,1.08988
4,dZ_attn2,within_long_near,7.95613
4,dZ_attn2,within_long_far,9.22268
4,dZ_attn2,cross,6.97441
4,dZ_mlp2,within_short,-1.14022
4,dZ_mlp2,within_long_near,-0.13739
4,dZ_mlp2,within_long_far,0.17277
4,dZ_mlp2,cross,-17.58807
8,dZ_attn1,within_short,7.68084
8,dZ_attn1,within_long_near,6.65761
8,dZ_attn1,within_long_far,5.99646
8,dZ_attn1,cross,6.02252
8,dZ_mlp1,within_short,-1.60436
8,dZ_mlp1,within_long_near,-0.61426
8,dZ_mlp1,within_long_far,-0.04812
8,dZ_mlp1,cross,-0.08332
8,dZ_attn2,within_short,4.84698
8,dZ_attn2,within_long_near,4.56193
8,dZ_attn2,within_long_far,2.70526
8,dZ_attn2,cross,2.5065
8,dZ_mlp2,within_short,-0.0076
8,dZ_mlp2,within_long_near,0.60923
8,dZ_mlp2,within_long_far,2.73221
8,dZ_mlp2,cross,-18.77002
10,dZ_attn1,within_short,7.31475
10,dZ_attn1,within_long_near,6.67304
10,dZ_attn1,within_long_far,6.03172
10,dZ_attn1,cross,5.99227
10,dZ_mlp1,within_short,-1.09772
10,dZ_mlp1,within_long_near,-0.67103
10,dZ_mlp1,within_long_far,-0.13445
10,dZ_mlp1,cross,-0.01543
10,dZ_attn2,within_short,5.69489
10,dZ_attn2,within_long_near,4.49198
10,dZ_attn2,within_long_far,2.57908
10,dZ_attn2,cross,2.18385
10,dZ_mlp2,within_short,-1.37635
10,dZ_mlp2,within_long_near,0.65886
10,dZ_mlp2,within_long_far,2.57033
10,dZ_mlp2,cross,-17.10998
23,dZ_attn1,within_short,6.5051
23,dZ_attn1,within_long_near,6.70658
23,dZ_attn1,within_long_far,6.06029
23,dZ_attn1,cross,6.02156
23,dZ_mlp1,within_short,-0.42026
23,dZ_mlp1,within_long_near,-0.7259
23,dZ_mlp1,within_long_far,-0.21463
23,dZ_mlp1,cross,-0.08362
23,dZ_attn2,within_short,4.2063
23,dZ_attn2,within_long_near,4.53198
23,dZ_attn2,within_long_far,3.22608
23,dZ_attn2,cross,2.34222
23,dZ_mlp2,within_short,1.02313
23,dZ_mlp2,within_long_near,0.64935
23,dZ_mlp2,within_long_far,2.49772
23,dZ_mlp2,cross,2.59878
