split_a,stage,quantity,value
4,H0,mu_short,0.67212
4,H0,mu_long_near,0.1294
4,H0,mu_long_far,0.02117
4,H0,mu_cross,0.02144
4,H0,M_far,-0.00027
4,Hattn1,mu_short,0.93393
4,Hattn1,mu_long_near,0.52299
4,Hattn1,mu_long_far,0.37698
4,Hattn1,mu_cross,0.39033
4,Hattn1,M_far,-0.01335
4,H1,mu_short,0.91544
4,H1,mu_long_near,0.48868
4,H1,mu_long_far,0.37538
4,H1,mu_cross,0.33083
4,H1,M_far,0.04455
4,Hattn2,mu_short,0.9796
4,Hattn2,mu_long_near,0.95703
4,Hattn2,mu_long_far,0.91829
4,Hattn2,mu_cross,0.74139
4,Hattn2,M_far,0.1769
4,H2,mu_short,0.91248
4,H2,mu_long_near,0.94895
4,H2,mu_long_far,0.92846
4,H2,mu_cross,-0.29396
4,H2,M_far,1.22243
8,H0,mu_short,0.29949
8,H0,mu_long_near,0.12949
8,H0,mu_long_far,0.02114
8,H0,mu_cross,0.02122
8,H0,M_far,-8e-05
8,Hattn1,mu_short,0.75163
8,Hattn1,mu_long_near,0.5214
8,Hattn1,mu_long_far,0.37413
8,Hattn1,mu_cross,0.37575
8,Hattn1,M_far,-0.00162
8,H1,mu_short,0.65719
8,H1,mu_long_near,0.48524
8,H1,mu_long_far,0.3713
8,H1,mu_cross,0.37084
8,H1,M_far,0.00046
8,Hattn2,mu_short,0.94252
8,Hattn2,mu_long_near,0.75379
8,Hattn2,mu_long_far,0.53055
8,Hattn2,mu_cross,0.51839
8,Hattn2,M_far,0.01216
8,H2,mu_short,0.94207
8,H2,mu_long_near,0.78965
8,H2,mu_long_far,0.69139
8,H2,mu_cross,-0.58654
8,H2,M_far,1.27793
10,H0,mu_short,0.23755
10,H0,mu_long_near,0.12956
10,H0,mu_long_far,0.02148
10,H0,mu_cross,0.02094
10,H0,M_far,0.00054
10,Hattn1,mu_short,0.66815
10,Hattn1,mu_long_near,0.52238
10,Hattn1,mu_long_far,0.37655
10,Hattn1,mu_cross,0.37368
10,Hattn1,M_far,0.00286
10,H1,mu_short,0.60353
10,H1,mu_long_near,0.48288
10,H1,mu_long_far,0.36863
10,H1,mu_cross,0.37277
10,H1,M_far,-0.00414
10,Hattn2,mu_short,0.93877
10,Hattn2,mu_long_near,0.74731
10,Hattn2,mu_long_far,0.52045
10,Hattn2,mu_cross,0.50133
10,Hattn2,M_far,0.01912
10,H2,mu_short,0.85775
10,H2,mu_long_near,0.78609
10,H2,mu_long_far,0.67176
10,H2,mu_cross,-0.50588
10,H2,M_far,1.17764
23,H0,mu_short,0.10999
23,H0,mu_long_near,0.12924
23,H0,mu_long_far,0.02234
23,H0,mu_cross,0.0211
23,H0,M_far,0.00124
23,Hattn1,mu_short,0.49292
23,Hattn1,mu_long_near,0.52404
23,Hattn1,mu_long_far,0.37909
23,Hattn1,mu_cross,0.37557
23,Hattn1,M_far,0.00352
23,H1,mu_short,0.46819
23,H1,mu_long_near,0.48131
23,H1,mu_long_far,0.36645
23,H1,mu_cross,0.37065
23,H1,M_far,-0.00419
23,Hattn2,mu_short,0.7158
23,Hattn2,mu_long_near,0.74809
23,Hattn2,mu_long_far,0.55636
23,Hattn2,mu_cross,0.50853
23,Hattn2,M_far,0.04784
23,H2,mu_short,0.77603
23,H2,mu_long_near,0.78631
23,H2,mu_long_far,0.7034
23,H2,mu_cross,0.66151
23,H2,M_far,0.04189
