split_a,pair_type,mean_cos,frac_positive,n_pairs
4,within_long,0.9726,1.0,344400
4,within_short,0.9103,1.0,2400
4,cut,-0.6687,0.0,33600
4,cut,-0.6687,0.0,33600
4,within_long_d1,0.9942,1.0,86
4,within_long_d2,0.9874,1.0,92
4,within_long_d3,0.98,1.0,100
4,within_long_d4,0.974,1.0,108
4,within_long_d5,0.97,1.0,116
4,within_long_d6,0.9674,1.0,124
4,within_long_d7,0.9655,1.0,132
4,within_long_d8,0.9642,1.0,140
4,within_long_d9,0.9637,1.0,148
4,within_long_d10,0.9639,1.0,156
4,within_long_d11,0.9654,1.0,120
4,within_long_d12,0.9706,1.0,76
4,within_long_d13,0.9756,1.0,68
4,within_long_d14,0.9793,1.0,60
4,within_long_d15,0.9816,1.0,52
4,within_long_d16,0.9826,1.0,44
4,within_long_d17,0.983,1.0,36
4,within_long_d18,0.9832,1.0,28
4,within_long_d19,0.9832,1.0,20
4,within_long_d20,0.9833,1.0,12
4,within_long_d21,0.9833,1.0,4
5,within_long,0.9477,1.0,328000
5,within_short,0.9125,1.0,4000
5,cut,-0.6905,0.0,41000
5,cut,-0.6905,0.0,41000
5,within_long_d1,0.989,1.0,84
5,within_long_d2,0.9773,1.0,90
5,within_long_d3,0.9653,1.0,98
5,within_long_d4,0.9547,1.0,106
5,within_long_d5,0.9467,1.0,114
5,within_long_d6,0.9397,1.0,122
5,within_long_d7,0.9339,1.0,130
5,within_long_d8,0.9305,1.0,138
5,within_long_d9,0.9293,1.0,146
5,within_long_d10,0.9298,1.0,154
5,within_long_d11,0.9326,1.0,98
5,within_long_d12,0.9426,1.0,72
5,within_long_d13,0.9519,1.0,64
5,within_long_d14,0.9592,1.0,56
5,within_long_d15,0.9636,1.0,48
5,within_long_d16,0.9657,1.0,40
5,within_long_d17,0.9668,1.0,32
5,within_long_d18,0.9674,1.0,24
5,within_long_d19,0.9676,1.0,16
5,within_long_d20,0.9677,1.0,8
6,within_long,0.9137,1.0,312000
6,within_short,0.7927,1.0,6000
6,cut,-0.5671,0.0,48000
6,cut,-0.5671,0.0,48000
6,within_long_d1,0.9808,1.0,82
6,within_long_d2,0.962,1.0,88
6,within_long_d3,0.9432,1.0,96
6,within_long_d4,0.9255,1.0,104
6,within_long_d5,0.9113,1.0,112
6,within_long_d6,0.8992,1.0,120
6,within_long_d7,0.8893,1.0,128
6,within_long_d8,0.8836,1.0,136
6,within_long_d9,0.8817,1.0,144
6,within_long_d10,0.8828,1.0,152
6,within_long_d11,0.8895,1.0,76
6,within_long_d12,0.9118,1.0,68
6,within_long_d13,0.9265,1.0,60
6,within_long_d14,0.9382,1.0,52
6,within_long_d15,0.9439,1.0,44
6,within_long_d16,0.9467,1.0,36
6,within_long_d17,0.9487,1.0,28
6,within_long_d18,0.9496,1.0,20
6,within_long_d19,0.9498,1.0,12
6,within_long_d20,0.9499,1.0,2
7,within_long,0.904,1.0,296400
7,within_short,0.7931,1.0,8400
7,cut,-0.5609,0.0,54600
7,cut,-0.5609,0.0,54600
7,within_long_d1,0.9777,1.0,80
7,within_long_d2,0.9574,1.0,86
7,within_long_d3,0.9373,1.0,94
7,within_long_d4,0.9164,1.0,102
7,within_long_d5,0.8995,1.0,110
7,within_long_d6,0.8855,1.0,118
