split_a,stage,quantity,value
4,H0,mu_short,0.66304
4,H0,mu_long_near,0.09831
4,H0,mu_long_far,-0.01421
4,H0,mu_cross,-0.01376
4,H0,M_far,-0.00045
4,Hattn1,mu_short,0.88699
4,Hattn1,mu_long_near,0.49154
4,Hattn1,mu_long_far,0.34203
4,Hattn1,mu_cross,0.36153
4,Hattn1,M_far,-0.0195
4,H1,mu_short,0.87432
4,H1,mu_long_near,0.2576
4,H1,mu_long_far,0.16144
4,H1,mu_cross,0.15671
4,H1,M_far,0.00473
4,Hattn2,mu_short,0.99579
4,Hattn2,mu_long_near,0.97218
4,Hattn2,mu_long_far,0.95683
4,Hattn2,mu_cross,0.78106
4,Hattn2,M_far,0.17577
4,H2,mu_short,0.9929
4,H2,mu_long_near,0.88592
4,H2,mu_long_far,0.85878
4,H2,mu_cross,0.53536
4,H2,M_far,0.32343
8,H0,mu_short,0.27458
8,H0,mu_long_near,0.09844
8,H0,mu_long_far,-0.01402
8,H0,mu_cross,-0.01415
8,H0,M_far,0.00014
8,Hattn1,mu_short,0.72473
8,Hattn1,mu_long_near,0.49127
8,Hattn1,mu_long_far,0.34199
8,Hattn1,mu_cross,0.34189
8,Hattn1,M_far,0.0001
8,H1,mu_short,0.40779
8,H1,mu_long_near,0.25703
8,H1,mu_long_far,0.16112
8,H1,mu_cross,0.16169
8,H1,M_far,-0.00057
8,Hattn2,mu_short,0.80709
8,Hattn2,mu_long_near,0.66172
8,Hattn2,mu_long_far,0.4779
8,Hattn2,mu_cross,0.44142
8,Hattn2,M_far,0.03647
8,H2,mu_short,0.84895
8,H2,mu_long_near,0.72913
8,H2,mu_long_far,0.58955
8,H2,mu_cross,-0.62262
8,H2,M_far,1.21217
10,H0,mu_short,0.21113
10,H0,mu_long_near,0.09829
10,H0,mu_long_far,-0.01395
10,H0,mu_cross,-0.01408
10,H0,M_far,0.00014
10,Hattn1,mu_short,0.6403
10,Hattn1,mu_long_near,0.49126
10,Hattn1,mu_long_far,0.34195
10,Hattn1,mu_cross,0.34183
10,Hattn1,M_far,0.00013
10,H1,mu_short,0.35301
10,H1,mu_long_near,0.25734
10,H1,mu_long_far,0.16125
10,H1,mu_cross,0.16128
10,H1,M_far,-3e-05
10,Hattn2,mu_short,0.82305
10,Hattn2,mu_long_near,0.66164
10,Hattn2,mu_long_far,0.47889
10,Hattn2,mu_cross,0.45486
10,Hattn2,M_far,0.02403
10,H2,mu_short,0.84672
10,H2,mu_long_near,0.72766
10,H2,mu_long_far,0.59066
10,H2,mu_cross,-0.54602
10,H2,M_far,1.13667
23,H0,mu_short,0.07796
23,H0,mu_long_near,0.09856
23,H0,mu_long_far,-0.01414
23,H0,mu_cross,-0.01412
23,H0,M_far,-2e-05
23,Hattn1,mu_short,0.46393
23,Hattn1,mu_long_near,0.49128
23,Hattn1,mu_long_far,0.3419
23,Hattn1,mu_cross,0.34178
23,Hattn1,M_far,0.00012
23,H1,mu_short,0.23984
23,H1,mu_long_near,0.25741
23,H1,mu_long_far,0.16142
23,H1,mu_cross,0.16125
23,H1,M_far,0.00017
23,Hattn2,mu_short,0.63983
23,Hattn2,mu_long_near,0.66322
23,Hattn2,mu_long_far,0.53873
23,Hattn2,mu_cross,0.46145
23,Hattn2,M_far,0.07728
23,H2,mu_short,0.71862
23,H2,mu_long_near,0.72943
23,H2,mu_long_far,0.67301
23,H2,mu_cross,0.56692
23,H2,M_far,0.10609
