split_a,stage,quantity,value
4,H0,mu_short,0.50832
4,H0,mu_long_near,0.12027
4,H0,mu_long_far,-0.00317
4,H0,mu_cross,-0.00536
4,H0,M_far,0.00219
4,Hattn1,mu_short,0.78372
4,Hattn1,mu_long_near,0.23636
4,Hattn1,mu_long_far,0.00425
4,Hattn1,mu_cross,-0.00036
4,Hattn1,M_far,0.00461
4,H1,mu_short,0.75956
4,H1,mu_long_near,0.30234
4,H1,mu_long_far,0.09016
4,H1,mu_cross,0.07102
4,H1,M_far,0.01915
4,Hattn2,mu_short,0.92624
4,Hattn2,mu_long_near,0.73998
4,Hattn2,mu_long_far,0.40256
4,Hattn2,mu_cross,0.3163
4,Hattn2,M_far,0.08626
4,H2,mu_short,0.92131
4,H2,mu_long_near,0.9724
4,H2,mu_long_far,0.96303
4,H2,mu_cross,-0.69117
4,H2,M_far,1.6542
23,H0,mu_short,0.08363
23,H0,mu_long_near,0.13276
23,H0,mu_long_far,-0.00385
23,H0,mu_cross,-0.00328
23,H0,M_far,-0.00057
23,Hattn1,mu_short,0.16478
23,Hattn1,mu_long_near,0.25483
23,Hattn1,mu_long_far,0.00346
23,Hattn1,mu_cross,0.00503
23,Hattn1,M_far,-0.00157
23,H1,mu_short,0.23403
23,H1,mu_long_near,0.30775
23,H1,mu_long_far,0.09825
23,H1,mu_cross,0.09609
23,H1,M_far,0.00217
23,Hattn2,mu_short,0.62279
23,Hattn2,mu_long_near,0.70745
23,Hattn2,mu_long_far,0.4673
23,Hattn2,mu_cross,0.19386
23,Hattn2,M_far,0.27344
23,H2,mu_short,0.47239
23,H2,mu_long_near,0.49656
23,H2,mu_long_far,0.41637
23,H2,mu_cross,-0.08123
23,H2,M_far,0.4976
