split_a,branch,category,value
4,dZ_attn1,within_short,8.68507
4,dZ_attn1,within_long_near,3.66104
4,dZ_attn1,within_long_far,0.23413
4,dZ_attn1,cross,0.15756
4,dZ_mlp1,within_short,-0.76188
4,dZ_mlp1,within_long_near,2.08073
4,dZ_mlp1,within_long_far,2.70939
4,dZ_mlp1,cross,2.25114
4,dZ_attn2,within_short,5.25664
4,dZ_attn2,within_long_near,13.80184
4,dZ_attn2,within_long_far,9.85188
4,dZ_attn2,cross,7.73521
4,dZ_mlp2,within_short,-0.15548
4,dZ_mlp2,within_long_near,7.32968
4,dZ_mlp2,within_long_far,17.67528
4,dZ_mlp2,cross,-31.77204
23,dZ_attn1,within_short,2.55928
23,dZ_attn1,within_long_near,3.84965
23,dZ_attn1,within_long_far,0.23068
23,dZ_attn1,cross,0.26221
23,dZ_mlp1,within_short,2.18367
23,dZ_mlp1,within_long_near,1.66886
23,dZ_mlp1,within_long_far,2.98926
23,dZ_mlp1,cross,2.87148
23,dZ_attn2,within_short,12.26035
23,dZ_attn2,within_long_near,12.60498
23,dZ_attn2,within_long_far,11.63844
23,dZ_attn2,cross,3.0834
23,dZ_mlp2,within_short,-4.74313
23,dZ_mlp2,within_long_near,-6.65055
23,dZ_mlp2,within_long_far,-1.60603
23,dZ_mlp2,cross,-8.67523
