split_a,stage,metric,value
4,H0,exact,0.0
4,H0,reach_long,0.09429
4,H0,reach_long_near,0.24324
4,H0,reach_long_far,0.00036
4,H0,reach_short,0.86979
4,H0,cut,0.99516
4,H0,pred_positive_rate,0.10418
4,Hattn1,exact,0.0
4,Hattn1,reach_long,0.2042
4,Hattn1,reach_long_near,0.50643
4,Hattn1,reach_long_far,0.01358
4,Hattn1,reach_short,1.0
4,Hattn1,cut,0.92467
4,Hattn1,pred_positive_rate,0.20555
4,H1,exact,0.0
4,H1,reach_long,0.99962
4,H1,reach_long_near,0.99981
4,H1,reach_long_far,0.9995
4,H1,reach_short,1.0
4,H1,cut,0.39946
4,H1,pred_positive_rate,0.93626
4,Hattn2,exact,0.0
4,Hattn2,reach_long,1.0
4,Hattn2,reach_long_near,1.0
4,Hattn2,reach_long_far,1.0
4,Hattn2,reach_short,1.0
4,Hattn2,cut,0.0
4,Hattn2,pred_positive_rate,1.0
4,H2,exact,1.0
4,H2,reach_long,1.0
4,H2,reach_long_near,1.0
4,H2,reach_long_far,1.0
4,H2,reach_short,1.0
4,H2,cut,1.0
4,H2,pred_positive_rate,0.84121
23,H0,exact,0.0
23,H0,reach_long,0.17095
23,H0,reach_long_near,0.26543
23,H0,reach_long_far,0.00275
23,H0,reach_short,0.1712
23,H0,cut,0.99778
23,H0,pred_positive_rate,0.10466
23,Hattn1,exact,0.0
23,Hattn1,reach_long,0.3608
23,Hattn1,reach_long_near,0.53665
23,Hattn1,reach_long_far,0.04773
23,Hattn1,reach_short,0.36388
23,Hattn1,cut,0.96438
23,Hattn1,pred_positive_rate,0.21284
23,H1,exact,0.0
23,H1,reach_long,0.99926
23,H1,reach_long_near,0.99971
23,H1,reach_long_far,0.99845
23,H1,reach_short,0.99914
23,H1,cut,0.00095
23,H1,pred_positive_rate,0.99914
23,Hattn2,exact,0.0
23,Hattn2,reach_long,1.0
23,Hattn2,reach_long_near,1.0
23,Hattn2,reach_long_far,1.0
23,Hattn2,reach_short,1.0
23,Hattn2,cut,0.02085
23,Hattn2,pred_positive_rate,0.98957
23,H2,exact,0.0
23,H2,reach_long,0.95837
23,H2,reach_long_near,1.0
23,H2,reach_long_far,0.88427
23,H2,reach_short,0.95751
23,H2,cut,0.99997
23,H2,pred_positive_rate,0.4799
