split_a,branch,category,value
4,dZ_attn1,within_short,5.12404
4,dZ_attn1,within_long_near,10.40901
4,dZ_attn1,within_long_far,10.42974
4,dZ_attn1,cross,10.75563
4,dZ_mlp1,within_short,0.77049
4,dZ_mlp1,within_long_near,-6.06834
4,dZ_mlp1,within_long_far,-6.51102
4,dZ_mlp1,cross,-6.40758
4,dZ_attn2,within_short,1.60312
4,dZ_attn2,within_long_near,15.24236
4,dZ_attn2,within_long_far,17.84706
4,dZ_attn2,cross,17.61559
4,dZ_mlp2,within_short,-0.11461
4,dZ_mlp2,within_long_near,-2.67377
4,dZ_mlp2,within_long_far,-3.46162
4,dZ_mlp2,cross,-25.25312
23,dZ_attn1,within_short,10.39633
23,dZ_attn1,within_long_near,10.42274
23,dZ_attn1,within_long_far,10.44891
23,dZ_attn1,cross,10.42535
23,dZ_mlp1,within_short,-6.12937
23,dZ_mlp1,within_long_near,-6.07938
23,dZ_mlp1,within_long_far,-6.53331
23,dZ_mlp1,cross,-6.50333
23,dZ_attn2,within_short,8.74004
23,dZ_attn2,within_long_near,8.9485
23,dZ_attn2,within_long_far,8.02857
23,dZ_attn2,cross,6.91829
23,dZ_mlp2,within_short,-4.5476
23,dZ_mlp2,within_long_near,-4.46652
23,dZ_mlp2,within_long_far,-5.16168
23,dZ_mlp2,cross,-6.00322
