split_a,stage,quantity,value
4,H0,mu_short,0.6572
4,H0,mu_long_near,0.08672
4,H0,mu_long_far,-0.02739
4,H0,mu_cross,-0.0273
4,H0,M_far,-9e-05
4,Hattn1,mu_short,0.89068
4,Hattn1,mu_long_near,0.56102
4,Hattn1,mu_long_far,0.44785
4,Hattn1,mu_cross,0.46279
4,Hattn1,M_far,-0.01494
4,H1,mu_short,0.92579
4,H1,mu_long_near,0.28451
4,H1,mu_long_far,0.15117
4,H1,mu_cross,0.17082
4,H1,M_far,-0.01965
4,Hattn2,mu_short,0.99883
4,Hattn2,mu_long_near,0.97904
4,Hattn2,mu_long_far,0.96438
4,Hattn2,mu_cross,0.97349
4,Hattn2,M_far,-0.00911
4,H2,mu_short,0.99361
4,H2,mu_long_near,0.85721
4,H2,mu_long_far,0.80665
4,H2,mu_cross,-0.17718
4,H2,M_far,0.98384
23,H0,mu_short,0.06595
23,H0,mu_long_near,0.08675
23,H0,mu_long_far,-0.02728
23,H0,mu_cross,-0.02738
23,H0,M_far,0.0001
23,Hattn1,mu_short,0.53967
23,Hattn1,mu_long_near,0.56167
23,Hattn1,mu_long_far,0.44883
23,Hattn1,mu_cross,0.44766
23,Hattn1,M_far,0.00117
23,H1,mu_short,0.26038
23,H1,mu_long_near,0.28466
23,H1,mu_long_far,0.15114
23,H1,mu_cross,0.15133
23,H1,M_far,-0.00019
23,Hattn2,mu_short,0.65862
23,Hattn2,mu_long_near,0.6924
23,Hattn2,mu_long_far,0.51696
23,Hattn2,mu_cross,0.46657
23,Hattn2,M_far,0.0504
23,H2,mu_short,0.45141
23,H2,mu_long_near,0.48888
23,H2,mu_long_far,0.28177
23,H2,mu_cross,0.19302
23,H2,M_far,0.08874
