split_a,branch,category,value
4,dZ_attn1,within_short,0.0
4,dZ_attn1,within_long_near,7.35564
4,dZ_attn1,within_long_far,nan
4,dZ_attn1,cross,7.73029
4,dZ_mlp1,within_short,0.0
4,dZ_mlp1,within_long_near,-3.4325
4,dZ_mlp1,within_long_far,nan
4,dZ_mlp1,cross,-3.68522
4,dZ_attn2,within_short,0.0
4,dZ_attn2,within_long_near,23.43462
4,dZ_attn2,within_long_far,nan
4,dZ_attn2,cross,7.26675
4,dZ_mlp2,within_short,0.0
4,dZ_mlp2,within_long_near,3.15466
4,dZ_mlp2,within_long_far,nan
4,dZ_mlp2,cross,-19.44316
22,dZ_attn1,within_short,12.6249
22,dZ_attn1,within_long_near,10.9926
22,dZ_attn1,within_long_far,nan
22,dZ_attn1,cross,1.9253
22,dZ_mlp1,within_short,-5.03611
22,dZ_mlp1,within_long_near,-4.46877
22,dZ_mlp1,within_long_far,nan
22,dZ_mlp1,cross,-1.82842
22,dZ_attn2,within_short,22.7245
22,dZ_attn2,within_long_near,23.35696
22,dZ_attn2,within_long_far,nan
22,dZ_attn2,cross,-13.59349
22,dZ_mlp2,within_short,0.32996
22,dZ_mlp2,within_long_near,-1.2183
22,dZ_mlp2,within_long_far,nan
22,dZ_mlp2,cross,7.75369
