split_a,branch,category,value
4,dZ_attn1,within_short,9.63787
4,dZ_attn1,within_long_near,3.36002
4,dZ_attn1,within_long_far,0.07094
4,dZ_attn1,cross,-0.09743
4,dZ_mlp1,within_short,-0.91211
4,dZ_mlp1,within_long_near,3.07655
4,dZ_mlp1,within_long_far,3.10211
4,dZ_mlp1,cross,1.77338
4,dZ_attn2,within_short,3.60413
4,dZ_attn2,within_long_near,12.82848
4,dZ_attn2,within_long_far,9.55508
4,dZ_attn2,cross,11.84623
4,dZ_mlp2,within_short,-0.83876
4,dZ_mlp2,within_long_near,-1.04611
4,dZ_mlp2,within_long_far,3.47561
4,dZ_mlp2,cross,-24.38334
23,dZ_attn1,within_short,2.18181
23,dZ_attn1,within_long_near,3.42976
23,dZ_attn1,within_long_far,0.02761
23,dZ_attn1,cross,0.13284
23,dZ_mlp1,within_short,2.7957
23,dZ_mlp1,within_long_near,2.77929
23,dZ_mlp1,within_long_far,2.79764
23,dZ_mlp1,cross,2.98217
23,dZ_attn2,within_short,12.81038
23,dZ_attn2,within_long_near,13.30803
23,dZ_attn2,within_long_far,11.93391
23,dZ_attn2,cross,9.28718
23,dZ_mlp2,within_short,-5.17711
23,dZ_mlp2,within_long_near,-4.99499
23,dZ_mlp2,within_long_far,-5.64315
23,dZ_mlp2,cross,-8.95872
