split_a,stage,quantity,value
4,H0,mu_short,0.50784
4,H0,mu_long_near,0.13129
4,H0,mu_long_far,0.00863
4,H0,mu_cross,0.00084
4,H0,M_far,0.00779
4,Hattn1,mu_short,0.85658
4,Hattn1,mu_long_near,0.25286
4,Hattn1,mu_long_far,0.0112
4,Hattn1,mu_cross,-0.00268
4,Hattn1,M_far,0.01388
4,H1,mu_short,0.82357
4,H1,mu_long_near,0.36419
4,H1,mu_long_far,0.12345
4,H1,mu_cross,0.06148
4,H1,M_far,0.06196
4,Hattn2,mu_short,0.95398
4,Hattn2,mu_long_near,0.82837
4,Hattn2,mu_long_far,0.46919
4,Hattn2,mu_cross,0.49013
4,Hattn2,M_far,-0.02094
4,H2,mu_short,0.92363
4,H2,mu_long_near,0.79052
4,H2,mu_long_far,0.59495
4,H2,mu_cross,-0.39216
4,H2,M_far,0.98711
23,H0,mu_short,0.09322
23,H0,mu_long_near,0.14252
23,H0,mu_long_far,0.00584
23,H0,mu_cross,0.00807
23,H0,M_far,-0.00223
23,Hattn1,mu_short,0.17217
23,Hattn1,mu_long_near,0.26663
23,Hattn1,mu_long_far,0.00684
23,Hattn1,mu_cross,0.01288
23,Hattn1,M_far,-0.00603
23,H1,mu_short,0.27333
23,H1,mu_long_near,0.36719
23,H1,mu_long_far,0.10807
23,H1,mu_cross,0.12079
23,H1,M_far,-0.01271
23,Hattn2,mu_short,0.73686
23,Hattn2,mu_long_near,0.84873
23,Hattn2,mu_long_far,0.53989
23,Hattn2,mu_cross,0.45683
23,Hattn2,M_far,0.08306
23,H2,mu_short,0.54953
23,H2,mu_long_near,0.66799
23,H2,mu_long_far,0.3357
23,H2,mu_cross,0.13267
23,H2,M_far,0.20303
