split_a,stage,quantity,value
4,H0,mu_short,0.51106
4,H0,mu_long_near,0.12126
4,H0,mu_long_far,-0.00263
4,H0,mu_cross,-0.00522
4,H0,M_far,0.00259
4,Hattn1,mu_short,0.80258
4,Hattn1,mu_long_near,0.23911
4,Hattn1,mu_long_far,0.00609
4,Hattn1,mu_cross,-2e-05
4,Hattn1,M_far,0.00611
4,H1,mu_short,0.77714
4,H1,mu_long_near,0.31311
4,H1,mu_long_far,0.10143
4,H1,mu_cross,0.0905
4,H1,M_far,0.01092
4,Hattn2,mu_short,0.93577
4,Hattn2,mu_long_near,0.75346
4,Hattn2,mu_long_far,0.41429
4,Hattn2,mu_cross,0.35097
4,Hattn2,M_far,0.06332
4,H2,mu_short,0.93404
4,H2,mu_long_near,0.97586
4,H2,mu_long_far,0.9677
4,H2,mu_cross,-0.65826
4,H2,M_far,1.62596
23,H0,mu_short,0.08428
23,H0,mu_long_near,0.13366
23,H0,mu_long_far,-0.00359
23,H0,mu_cross,-0.0028
23,H0,M_far,-0.00079
23,Hattn1,mu_short,0.16674
23,Hattn1,mu_long_near,0.25791
23,Hattn1,mu_long_far,0.00446
23,Hattn1,mu_cross,0.00654
23,Hattn1,M_far,-0.00208
23,H1,mu_short,0.24223
23,H1,mu_long_near,0.31836
23,H1,mu_long_far,0.10634
23,H1,mu_cross,0.10542
23,H1,M_far,0.00092
23,Hattn2,mu_short,0.63228
23,Hattn2,mu_long_near,0.72531
23,Hattn2,mu_long_far,0.4722
23,Hattn2,mu_cross,0.19976
23,Hattn2,M_far,0.27244
23,H2,mu_short,0.4607
23,H2,mu_long_near,0.48881
23,H2,mu_long_far,0.40701
23,H2,mu_cross,-0.08461
23,H2,M_far,0.49162
