split_a,stage,quantity,value
4,H0,mu_short,0.67512
4,H0,mu_long_near,0.13607
4,H0,mu_long_far,0.0278
4,H0,mu_cross,0.027
4,H0,M_far,0.00079
4,Hattn1,mu_short,0.93727
4,Hattn1,mu_long_near,0.49163
4,Hattn1,mu_long_far,0.32562
4,Hattn1,mu_cross,0.34559
4,Hattn1,M_far,-0.01997
4,H1,mu_short,0.93568
4,H1,mu_long_near,0.26303
4,H1,mu_long_far,0.14041
4,H1,mu_cross,0.15192
4,H1,M_far,-0.01151
4,Hattn2,mu_short,0.99888
4,Hattn2,mu_long_near,0.96552
4,Hattn2,mu_long_far,0.9555
4,Hattn2,mu_cross,0.75467
4,Hattn2,M_far,0.20083
4,H2,mu_short,0.99654
4,H2,mu_long_near,0.88531
4,H2,mu_long_far,0.87259
4,H2,mu_cross,-0.26916
4,H2,M_far,1.14175
8,H0,mu_short,0.3058
8,H0,mu_long_near,0.13606
8,H0,mu_long_far,0.02764
8,H0,mu_cross,0.02789
8,H0,M_far,-0.00025
8,Hattn1,mu_short,0.75259
8,Hattn1,mu_long_near,0.49166
8,Hattn1,mu_long_far,0.32568
8,Hattn1,mu_cross,0.32618
8,Hattn1,M_far,-0.00051
8,H1,mu_short,0.4563
8,H1,mu_long_near,0.26269
8,H1,mu_long_far,0.14017
8,H1,mu_cross,0.14038
8,H1,M_far,-0.0002
8,Hattn2,mu_short,0.7593
8,Hattn2,mu_long_near,0.65586
8,Hattn2,mu_long_far,0.55838
8,Hattn2,mu_cross,0.53573
8,Hattn2,M_far,0.02264
8,H2,mu_short,0.85402
8,H2,mu_long_near,0.74444
8,H2,mu_long_far,0.6023
8,H2,mu_cross,-0.65402
8,H2,M_far,1.25632
10,H0,mu_short,0.24451
10,H0,mu_long_near,0.13591
10,H0,mu_long_far,0.02757
10,H0,mu_cross,0.02784
10,H0,M_far,-0.00026
10,Hattn1,mu_short,0.65836
10,Hattn1,mu_long_near,0.49173
10,Hattn1,mu_long_far,0.32572
10,Hattn1,mu_cross,0.32608
10,Hattn1,M_far,-0.00036
10,H1,mu_short,0.38525
10,H1,mu_long_near,0.26284
10,H1,mu_long_far,0.14025
10,H1,mu_cross,0.14048
10,H1,M_far,-0.00023
10,Hattn2,mu_short,0.76174
10,Hattn2,mu_long_near,0.65581
10,Hattn2,mu_long_far,0.55907
10,Hattn2,mu_cross,0.54529
10,Hattn2,M_far,0.01378
10,H2,mu_short,0.87791
10,H2,mu_long_near,0.74415
10,H2,mu_long_far,0.60462
10,H2,mu_cross,-0.59266
10,H2,M_far,1.19728
23,H0,mu_short,0.11598
23,H0,mu_long_near,0.13588
23,H0,mu_long_far,0.02814
23,H0,mu_cross,0.02793
23,H0,M_far,0.00021
23,Hattn1,mu_short,0.46148
23,Hattn1,mu_long_near,0.49177
23,Hattn1,mu_long_far,0.32591
23,Hattn1,mu_cross,0.32573
23,Hattn1,M_far,0.00018
23,H1,mu_short,0.23992
23,H1,mu_long_near,0.26314
23,H1,mu_long_far,0.14122
23,H1,mu_cross,0.14029
23,H1,M_far,0.00093
23,Hattn2,mu_short,0.64525
23,Hattn2,mu_long_near,0.65673
23,Hattn2,mu_long_far,0.59788
23,Hattn2,mu_cross,0.54734
23,Hattn2,M_far,0.05053
23,H2,mu_short,0.73371
23,H2,mu_long_near,0.74488
23,H2,mu_long_far,0.68771
23,H2,mu_cross,0.57914
23,H2,M_far,0.10857
