split_a,stage,quantity,value
4,H0,mu_short,0.50857
4,H0,mu_long_near,0.12081
4,H0,mu_long_far,-0.00296
4,H0,mu_cross,-0.0052
4,H0,M_far,0.00224
4,Hattn1,mu_short,0.78961
4,Hattn1,mu_long_near,0.23826
4,Hattn1,mu_long_far,0.00682
4,Hattn1,mu_cross,0.0005
4,Hattn1,M_far,0.00633
4,H1,mu_short,0.78229
4,H1,mu_long_near,0.33994
4,H1,mu_long_far,0.13817
4,H1,mu_cross,0.11828
4,H1,M_far,0.01989
4,Hattn2,mu_short,0.93471
4,Hattn2,mu_long_near,0.76596
4,Hattn2,mu_long_far,0.43562
4,Hattn2,mu_cross,0.34813
4,Hattn2,M_far,0.08749
4,H2,mu_short,0.90647
4,H2,mu_long_near,0.97849
4,H2,mu_long_far,0.97083
4,H2,mu_cross,-0.71087
4,H2,M_far,1.6817
23,H0,mu_short,0.08392
23,H0,mu_long_near,0.13331
23,H0,mu_long_far,-0.00373
23,H0,mu_cross,-0.00306
23,H0,M_far,-0.00067
23,Hattn1,mu_short,0.16664
23,Hattn1,mu_long_near,0.25659
23,Hattn1,mu_long_far,0.00522
23,Hattn1,mu_cross,0.00721
23,Hattn1,M_far,-0.00199
23,H1,mu_short,0.27209
23,H1,mu_long_near,0.34452
23,H1,mu_long_far,0.14472
23,H1,mu_cross,0.14432
23,H1,M_far,0.0004
23,Hattn2,mu_short,0.63901
23,Hattn2,mu_long_near,0.73281
23,Hattn2,mu_long_far,0.48358
23,Hattn2,mu_cross,0.21691
23,Hattn2,M_far,0.26667
23,H2,mu_short,0.45711
23,H2,mu_long_near,0.48977
23,H2,mu_long_far,0.40705
23,H2,mu_cross,-0.08406
23,H2,M_far,0.49111
