split_a,branch,category,value
4,dZ_attn1,within_short,8.92526
4,dZ_attn1,within_long_near,3.73009
4,dZ_attn1,within_long_far,0.31062
4,dZ_attn1,cross,0.18073
4,dZ_mlp1,within_short,-0.23254
4,dZ_mlp1,within_long_near,3.22927
4,dZ_mlp1,within_long_far,4.17139
4,dZ_mlp1,cross,3.7407
4,dZ_attn2,within_short,4.84044
4,dZ_attn2,within_long_near,13.5292
4,dZ_attn2,within_long_far,9.44631
4,dZ_attn2,cross,7.2995
4,dZ_mlp2,within_short,-0.89691
4,dZ_mlp2,within_long_near,6.74954
4,dZ_mlp2,within_long_far,16.99692
4,dZ_mlp2,cross,-33.6316
23,dZ_attn1,within_short,2.62685
23,dZ_attn1,within_long_near,3.91527
23,dZ_attn1,within_long_far,0.28412
23,dZ_attn1,cross,0.3261
23,dZ_mlp1,within_short,3.34895
23,dZ_mlp1,within_long_near,2.79247
23,dZ_mlp1,within_long_far,4.43045
23,dZ_mlp1,cross,4.35433
23,dZ_attn2,within_short,11.65238
23,dZ_attn2,within_long_near,12.33097
23,dZ_attn2,within_long_far,10.76119
23,dZ_attn2,cross,2.3052
23,dZ_mlp2,within_short,-5.77662
23,dZ_mlp2,within_long_near,-7.71841
23,dZ_mlp2,within_long_far,-2.43037
23,dZ_mlp2,cross,-9.55798
