split_a,branch,category,value
4,dZ_attn1,within_short,5.21159
4,dZ_attn1,within_long_near,9.95705
4,dZ_attn1,within_long_far,9.81412
4,dZ_attn1,cross,10.14478
4,dZ_mlp1,within_short,0.57865
4,dZ_mlp1,within_long_near,-5.74211
4,dZ_mlp1,within_long_far,-6.11767
4,dZ_mlp1,cross,-6.05347
4,dZ_attn2,within_short,1.63883
4,dZ_attn2,within_long_near,15.22241
4,dZ_attn2,within_long_far,17.91329
4,dZ_attn2,cross,17.74633
4,dZ_mlp2,within_short,-0.15327
4,dZ_mlp2,within_long_near,-2.82808
4,dZ_mlp2,within_long_far,-3.87693
4,dZ_mlp2,cross,-24.30948
23,dZ_attn1,within_short,9.93579
23,dZ_attn1,within_long_near,9.95816
23,dZ_attn1,within_long_far,9.80822
23,dZ_attn1,cross,9.81747
23,dZ_mlp1,within_short,-5.78919
23,dZ_mlp1,within_long_near,-5.76168
23,dZ_mlp1,within_long_far,-6.13925
23,dZ_mlp1,cross,-6.12219
23,dZ_attn2,within_short,8.2898
23,dZ_attn2,within_long_near,8.48262
23,dZ_attn2,within_long_far,7.30518
23,dZ_attn2,cross,6.15539
23,dZ_mlp2,within_short,-4.5829
23,dZ_mlp2,within_long_near,-4.38767
23,dZ_mlp2,within_long_far,-5.08883
23,dZ_mlp2,cross,-5.96917
